artist,genre,pays
DESH,hip hop,Hungary
Young Fly,hip hop,Hungary
Azahriah,pop,Hungary
DESH,hip hop,Hungary
Young Fly,hip hop,Hungary
Young Fly,hip hop,Hungary
T. Danny,hip hop,Hungary
T. Danny,hip hop,Hungary
Burai,pop,Hungary
BSW,hip hop,Hungary
ByeAlex és a Slepp,pop,Hungary
KKevin,hip hop,Hungary
DESH,hip hop,Hungary
Young Fly,hip hop,Hungary
Lady Gaga,pop,Latvia
Bruno Mars,pop,Luxembourg
Bruno X Spacc,hip hop,Hungary
Bruno X Spacc,hip hop,Hungary
Mario,hip hop,Hungary
Pogány Induló,trap,Hungary
Dzsúdló,hip hop,Hungary
DESH,hip hop,Hungary
DESH,hip hop,Hungary
KKevin,hip hop,Hungary
Bruno X Spacc,hip hop,Hungary
Moriones,pop,Hungary
T. Danny,hip hop,Hungary
DESH,hip hop,Hungary
Gigi Perez,pop,Luxembourg
Gigi Perez,pop,Luxembourg
ROSÉ,pop,Luxembourg
Bruno Mars,pop,Lithuania
Pogány Induló,trap,Hungary
Pogány Induló,trap,Hungary
Pogány Induló,trap,Hungary
Azahriah,pop,Hungary
DESH,hip hop,Hungary
Manuel,pop,Hungary
Moriones,pop,Hungary
Azahriah,pop,Hungary
The Weeknd,pop,Norway
Playboi Carti,hip hop,Luxembourg
Azahriah,pop,Hungary
DESH,hip hop,Hungary
Tomi,pop,Hungary
VALMAR,pop,Hungary
Linkin Park,rock,Czech Republic
Ndotz,drill,Luxembourg
KKevin,hip hop,Hungary
T. Danny,hip hop,Hungary
DESH,hip hop,Hungary
Young Fly,hip hop,Hungary
Azahriah,pop,Hungary
Azahriah,pop,Hungary
Pogány Induló,trap,Hungary
Pogány Induló,trap,Hungary
DESH,hip hop,Hungary
Young Fly,hip hop,Hungary
Billie Eilish,pop,Norway
The Weeknd,pop,Luxembourg
Anitta,funk,Lithuania
Manuel,pop,Hungary
Sabrina Carpenter,pop,Norway
Sabrina Carpenter,pop,Norway
Azahriah,pop,Hungary
DESH,hip hop,Hungary
Azahriah,pop,Hungary
Beton.Hofi,pop,Hungary
Beton.Hofi,pop,Hungary
DÁNIELFY,pop,Hungary
DÁNIELFY,pop,Hungary
DESH,hip hop,Hungary
Young Fly,hip hop,Hungary
Bruno X Spacc,hip hop,Hungary
Azahriah,pop,Hungary
DESH,hip hop,Hungary
Azahriah,pop,Hungary
DESH,hip hop,Hungary
DESH,hip hop,Hungary
Herra Hnetusmjör,hip hop,Iceland
Lady Gaga,pop,Italy
Bruno Mars,pop,Lithuania
ICEGUYS,pop,Iceland
Aron Can,hip hop,Iceland
Hafdís Huld,pop,Iceland
Birnir,hip hop,Iceland
Izleifur,hip hop,Iceland
Daniil,hip hop,Iceland
Billie Eilish,pop,Netherlands
Izleifur,hip hop,Iceland
Izleifur,hip hop,Iceland
Þórunn Antonía,pop,Iceland
Gigi Perez,pop,Lithuania
Hafdís Huld,pop,Iceland
Hafdís Huld,pop,Iceland
Izleifur,hip hop,Iceland
The Weeknd,pop,Luxembourg
Playboi Carti,hip hop,Lithuania
Izleifur,hip hop,Iceland
Hafdís Huld,pop,Iceland
Floni,hip hop,Iceland
ROSÉ,pop,Lithuania
Bruno Mars,pop,Latvia
Hafdís Huld,pop,Iceland
Hafdís Huld,pop,Iceland
Mariah Carey,pop,Luxembourg
ICEGUYS,pop,Iceland
ICEGUYS,pop,Iceland
ICEGUYS,pop,Iceland
Hafdís Huld,pop,Iceland
Hafdís Huld,pop,Iceland
ICEGUYS,pop,Iceland
ICEGUYS,pop,Iceland
Izleifur,hip hop,Iceland
Floni,hip hop,Iceland
Hafdís Huld,pop,Iceland
Billie Eilish,pop,Netherlands
Sabrina Carpenter,pop,Norway
ClubDub,pop,Iceland
Izleifur,hip hop,Iceland
Chappell Roan,pop,Sweden
Sabrina Carpenter,pop,Norway
Benson Boone,pop,Norway
Hafdís Huld,pop,Iceland
Wham!,rock,Ireland
Hafdís Huld,pop,Iceland
Hafdís Huld,pop,Iceland
Hafdís Huld,pop,Iceland
BRÍET,pop,Iceland
Luigi,hip hop,Iceland
Ingi Bauer,pop,Iceland
Sabrina Carpenter,pop,Netherlands
PATR!K,pop,Iceland
Luigi,hip hop,Iceland
Aron Can,hip hop,Iceland
Izleifur,hip hop,Iceland
Izleifur,hip hop,Iceland
Gigi Perez,pop,Latvia
Sabrina Carpenter,pop,Netherlands
Sabrina Carpenter,pop,Netherlands
Chappell Roan,pop,Poland
Billie Eilish,pop,Luxembourg
Lady Gaga,pop,Ireland
Bruno Mars,pop,Latvia
Chappell Roan,pop,Norway
Benson Boone,pop,Netherlands
Benson Boone,pop,Netherlands
Sabrina Carpenter,pop,Luxembourg
Noah Kahan,pop,United Kingdom
Shaboozey,pop,Norway
Sonny Fodera,pop,United Kingdom
Jazzy,pop,United Kingdom
D.O.D,pop,United Kingdom
Myles Smith,pop,Norway
Hozier,rock,Switzerland
Hozier,rock,Switzerland
Sabrina Carpenter,pop,Luxembourg
Sabrina Carpenter,pop,Luxembourg
Sabrina Carpenter,pop,Luxembourg
Sabrina Carpenter,pop,Luxembourg
Sabrina Carpenter,pop,Luxembourg
Sabrina Carpenter,pop,Luxembourg
Chappell Roan,pop,Luxembourg
ROSÉ,pop,Latvia
Bruno Mars,pop,Italy
Bruno Mars,pop,Italy
Bruno Mars,pop,Italy
Post Malone,pop,United Kingdom
Post Malone,pop,United Kingdom
Post Malone,pop,United Kingdom
Sabrina Carpenter,pop,Lithuania
Sabrina Carpenter,pop,Lithuania
Mark Ambor,pop,Ireland
Billie Eilish,pop,Luxembourg
Billie Eilish,pop,Luxembourg
The Goo Goo Dolls,rock,United Kingdom
Addison Rae,pop,United Kingdom
Coldplay,pop,Netherlands
Coldplay,pop,Netherlands
Coldplay,pop,Netherlands
Mariah Carey,pop,Ireland
Benson Boone,pop,Luxembourg
Benson Boone,pop,Luxembourg
Wham!,rock,Iceland
Wham!,rock,Iceland
cassö,pop,Belgium
RAYE,pop,Belgium
D-Block Europe,drill,Belgium
Sabrina Carpenter,pop,Latvia
Charli xcx,pop,Ukraine
Billie Eilish,pop,Lithuania
Richy Mitch & The Coal Miners,rock,Ireland
Vance Joy,rock,Latvia
Journey,rock,Austria
One Direction,pop,Andorra
"Tyler, The Creator",hip hop,Lithuania
"Tyler, The Creator",hip hop,Lithuania
The Kid LAROI,hip hop,Norway
Simba La Rue,drill,Italy
Simba La Rue,drill,Italy
Sick Luke,hip hop,Italy
Olly,pop,Italy
Angelina Mango,pop,Italy
JVLI,pop,Italy
Alfa,pop,Italy
Cesare Cremonini,pop,Italy
Achille Lauro,hip hop,Italy
Lele Blade,hip hop,Italy
Geolier,hip hop,Italy
Geolier,hip hop,Italy
Geolier,hip hop,Italy
Olly,pop,Italy
JVLI,pop,Italy
ANNA,hip hop,Italy
Niky Savage,hip hop,Italy
Lazza,hip hop,Italy
Kid Yugi,hip hop,Italy
KAROL G,urbano latino,Netherlands
KAROL G,urbano latino,Netherlands
Pinguini Tattici Nucleari,pop,Italy
Geolier,hip hop,Italy
Takagi & Ketra,hip hop,Italy
Dat Boi Dee,hip hop,Italy
Astro,hip hop,Italy
ANNA,hip hop,Italy
Tananai,pop,Italy
Shiva,hip hop,Italy
Kid Yugi,hip hop,Italy
Olly,pop,Italy
JVLI,pop,Italy
ANNA,hip hop,Italy
Olly,pop,Italy
JVLI,pop,Italy
Ghali,hip hop,Italy
Lady Gaga,pop,Iceland
Bruno Mars,pop,Ireland
Kid Yugi,hip hop,Italy
Elodie,pop,Italy
Tiziano Ferro,pop,Italy
ANNA,hip hop,Italy
Sillyelly,pop,Italy
Sillyelly,pop,Italy
Sillyelly,pop,Italy
Sillyelly,pop,Italy
Tedua,hip hop,Italy
Annalisa,pop,Italy
Astro,hip hop,Italy
Simba La Rue,drill,Italy
Simba La Rue,drill,Italy
Simba La Rue,drill,Italy
Tony Effe,hip hop,Italy
Gaia,pop,Italy
Lazza,hip hop,Italy
Lil Baby,hip hop,Italy
Night Skinny,hip hop,Italy
Tony Boy,hip hop,Italy
Kid Yugi,hip hop,Italy
Capo Plaza,hip hop,Italy
Tananai,pop,Italy
Annalisa,pop,Italy
Baby Gang,trap,Italy
Omega,rap,Italy
Omega,rap,Italy
Omega,rap,Italy
ANNA,hip hop,Italy
Artie 5ive,hip hop,Italy
FloyyMenor,reggaeton,Spain
Ghali,hip hop,Italy
Kid Yugi,hip hop,Italy
Kid Yugi,hip hop,Italy
Ultimo,pop,Italy
Holden,pop,Italy
Holden,pop,Italy
Lazza,hip hop,Italy
Sfera Ebbasta,hip hop,Italy
Mahmood,pop,Italy
JVLI,pop,Italy
Emma,pop,Italy
Olly,pop,Italy
CoCo,hip hop,Italy
Geolier,hip hop,Italy
Geolier,hip hop,Italy
Geolier,hip hop,Italy
Geolier,hip hop,Italy
Ultimo,pop,Italy
Takagi & Ketra,hip hop,Italy
Ornella Vanoni,pop,Italy
Ornella Vanoni,pop,Italy
The Weeknd,pop,Lithuania
Anitta,funk,Latvia
Night Skinny,hip hop,Italy
Nerissima Serpe,hip hop,Italy
Papa V,hip hop,Italy
Tedua,hip hop,Italy
Baby Gang,trap,Italy
Kid Yugi,hip hop,Italy
Shiva,hip hop,Italy
Tony Boy,hip hop,Italy
Tony Boy,hip hop,Italy
Jimin,pop,Belarus
Gigi Perez,pop,Ireland
The Weeknd,pop,Lithuania
Playboi Carti,hip hop,Lithuania
ROSÉ,pop,Ireland
Bruno Mars,pop,Ireland
Billie Eilish,pop,Lithuania
Lady Gaga,pop,Hungary
Bruno Mars,pop,Iceland
A$AP Rocky,hip hop,Latvia
Imogen Heap,pop,Latvia
Clams Casino,hip hop,Latvia
The Weeknd,pop,Latvia
Anitta,funk,Italy
The Kid LAROI,hip hop,Lithuania
Fiņķis,hip hop,Latvia
Patrisha,pop,Latvia
Patrisha,pop,Latvia
Patrisha,pop,Latvia
The Neighbourhood,rock,Luxembourg
Billie Eilish,pop,Lithuania
"Tyler, The Creator",hip hop,Latvia
"Tyler, The Creator",hip hop,Latvia
Deniss,hip hop,Latvia
Sudrabu Sirds,hip hop,Latvia
Chappell Roan,pop,Lithuania
Singapūras Satīns,hip hop,Latvia
Wiesulis,hip hop,Latvia
Wiesulis,hip hop,Latvia
OLAS,hip hop,Latvia
OLAS,hip hop,Latvia
OLAS,hip hop,Latvia
Wiesulis,hip hop,Latvia
Wiesulis,hip hop,Latvia
Wiesulis,hip hop,Latvia
Wiesulis,hip hop,Latvia
Sabrina Carpenter,pop,Latvia
Travis Scott,rap,Germany
Playboi Carti,hip hop,Latvia
Sudrabu Sirds,hip hop,Latvia
Linkin Park,rock,Czech Republic
Ndotz,drill,Lithuania
Don Toliver,rap,Lithuania
Charli xcx,pop,Lithuania
Billie Eilish,pop,Lithuania
Billie Eilish,pop,Lithuania
Billie Eilish,pop,Lithuania
A$AP Rocky,hip hop,Latvia
Sabrina Carpenter,pop,Ireland
Sabrina Carpenter,pop,Ireland
Billie Eilish,pop,Latvia
Benson Boone,pop,Latvia
Jimin,pop,Belarus
The Neighbourhood,rock,Lithuania
Vance Joy,rock,Ireland
Hozier,rock,Norway
Lil Peep,hip hop,Latvia
XXXTENTACION,hip hop,Latvia
Snow Strippers,rap,Latvia
Cigarettes After Sex,pop,Latvia
Djo,pop,Latvia
PinkPantheress,pop,Estonia
"Tyler, The Creator",hip hop,Latvia
Kali Uchis,pop,Andorra
Lil Peep,hip hop,Latvia
Singapūras Satīns,hip hop,Latvia
A-Europa,pop,Latvia
A-Europa,pop,Latvia
A-Europa,pop,Latvia
Jessica Shy,pop,Lithuania
Gigi Perez,pop,Iceland
Jessica Shy,pop,Lithuania
Free Finga,hip hop,Lithuania
The Weeknd,pop,Latvia
Playboi Carti,hip hop,Latvia
Lady Gaga,pop,Greece
Bruno Mars,pop,Iceland
Bruno Mars,pop,Iceland
Billie Eilish,pop,Latvia
ROSÉ,pop,Iceland
Bruno Mars,pop,Hungary
The Weeknd,pop,Italy
Anitta,funk,Hungary
Jessica Shy,pop,Lithuania
Jessica Shy,pop,Lithuania
Jessica Shy,pop,Lithuania
Jessica Shy,pop,Lithuania
Rokas,pop,Lithuania
Free Finga,hip hop,Lithuania
Monika LIU,pop,Lithuania
Billie Eilish,pop,Latvia
"Tyler, The Creator",hip hop,Ireland
"Tyler, The Creator",hip hop,Ireland
A$AP Rocky,hip hop,Estonia
Imogen Heap,pop,Estonia
Clams Casino,hip hop,Estonia
GJan,pop,Lithuania
Rokas Yan,pop,Lithuania
Evgenya Redko,pop,Lithuania
Furytto,trap,Lithuania
Evgenya Redko,pop,Lithuania
The Kid LAROI,hip hop,Latvia
The Kid LAROI,hip hop,Latvia
Jung Kook,pop,Belarus
Latto,trap,Belarus
Ndotz,drill,Latvia
Jovani,pop,Lithuania
Jovani,pop,Lithuania
Chappell Roan,pop,Latvia
The Neighbourhood,rock,Latvia
Rokas Yan,pop,Lithuania
Monika LIU,pop,Lithuania
Vaidas Baumila,pop,Lithuania
Vaidas Baumila,pop,Lithuania
Rokas Yan,pop,Lithuania
Snow Strippers,rap,Estonia
Sabrina Carpenter,pop,Ireland
Sabrina Carpenter,pop,Ireland
Sabrina Carpenter,pop,Ireland
Don Toliver,rap,Latvia
The Adventures Of Stevie V,hip hop,United Kingdom
Norbertas,pop,Lithuania
Billie Eilish,pop,Latvia
Jessica Shy,pop,Lithuania
Free Finga,hip hop,Lithuania
Hozier,rock,Luxembourg
Charli xcx,pop,Latvia
Billie Eilish,pop,Ireland
OG Version,hip hop,Lithuania
Furytto,trap,Lithuania
Jessica Shy,pop,Lithuania
Travis Scott,rap,Estonia
Playboi Carti,hip hop,Iceland
Playboi Carti,hip hop,Iceland
Vaidas Baumila,pop,Lithuania
Justinas Jarutis,pop,Lithuania
Lady Gaga,pop,Germany
Bruno Mars,pop,Hungary
Billie Eilish,pop,Ireland
ROSÉ,pop,Hungary
Bruno Mars,pop,Greece
Benson Boone,pop,Ireland
Linkin Park,rock,Belgium
GIMS,hip hop,France
KAROL G,urbano latino,Luxembourg
GIMS,hip hop,France
DYSTINCT,hip hop,France
DYSTINCT,hip hop,France
DYSTINCT,hip hop,France
DYSTINCT,hip hop,France
DYSTINCT,hip hop,France
DYSTINCT,hip hop,France
DYSTINCT,hip hop,France
DYSTINCT,hip hop,France
Sabrina Carpenter,pop,Ireland
Sabrina Carpenter,pop,Ireland
Topic,pop,Bulgaria
Arash,pop,Bulgaria
Arash,pop,Bulgaria
SDM,hip hop,France
SDM,hip hop,France
SDM,hip hop,France
The Weeknd,pop,Iceland
Anitta,funk,Greece
Billie Eilish,pop,Ireland
Gigi Perez,pop,Hungary
Shaboozey,pop,Netherlands
Myles Smith,pop,Netherlands
Sabrina Carpenter,pop,Ireland
The Weeknd,pop,Hungary
Playboi Carti,hip hop,Hungary
Playboi Carti,hip hop,Hungary
Pabllo Vittar,funk,France
Yseult,pop,France
Chappell Roan,pop,Ireland
SDM,hip hop,Belgium
SDM,hip hop,Belgium
FloyyMenor,reggaeton,Spain
Cris Mj,urbano latino,Spain
Mariah Carey,pop,Iceland
Mariah Carey,pop,Iceland
Gazo,drill,France
Mark Ambor,pop,Germany
Mark Ambor,pop,Germany
Ndotz,drill,Hungary
Ndotz,drill,Hungary
Tiakola,hip hop,France
Tiakola,hip hop,France
Prototype,rap,France
Hozier,rock,Lithuania
Travis Scott,rap,Bulgaria
Playboi Carti,hip hop,Greece
Tom Odell,pop,Belgium
Wham!,rock,Germany
Linkin Park,rock,Belgium
Linkin Park,rock,Austria
Linkin Park,rock,Austria
Tiakola,hip hop,France
Tiakola,hip hop,France
Tiakola,hip hop,France
Tiakola,hip hop,France
Guy2Bezbar,hip hop,Belgium
Miley Cyrus,pop,Luxembourg
Miley Cyrus,pop,Luxembourg
Lost Frequencies,pop,Estonia
Tom Odell,pop,Belgium
KeBlack,hip hop,France
Franglish,hip hop,France
The Neighbourhood,rock,Latvia
The Neighbourhood,rock,Latvia
Ronnie Flex,hip hop,Netherlands
Lady Gaga,pop,France
Bruno Mars,pop,Germany
Bruno Mars,pop,Germany
Bruno Mars,pop,Germany
Bruno Mars,pop,Germany
Emma Heesters,pop,Netherlands
Emma Heesters,pop,Netherlands
Billie Eilish,pop,Iceland
Hekje31,drill,Netherlands
JayKoppig,drill,Netherlands
Dior,hip hop,Netherlands
Dior,hip hop,Netherlands
Dior,hip hop,Netherlands
Gigi Perez,pop,Germany
Sabrina Carpenter,pop,Ireland
Lost Frequencies,pop,Belgium
Tom Odell,pop,Austria
Shaboozey,pop,Luxembourg
Shaboozey,pop,Luxembourg
Hannah Mae,pop,Belgium
Hannah Mae,pop,Belgium
Hannah Mae,pop,Belgium
Hannah Mae,pop,Belgium
Hannah Mae,pop,Belgium
Hannah Mae,pop,Belgium
Hannah Mae,pop,Belgium
Hannah Mae,pop,Belgium
Hannah Mae,pop,Belgium
Hannah Mae,pop,Belgium
Hannah Mae,pop,Belgium
Hannah Mae,pop,Belgium
Topic,pop,Belgium
Arash,pop,Belgium
Arash,pop,Belgium
Arash,pop,Belgium
Ronnie Flex,hip hop,Netherlands
Alex Warren,pop,Netherlands
KAROL G,urbano latino,Italy
Donnie,hip hop,Netherlands
Donnie,hip hop,Netherlands
Donnie,hip hop,Netherlands
Donnie,hip hop,Netherlands
Donnie,hip hop,Netherlands
Frenna,hip hop,Netherlands
Frenna,hip hop,Netherlands
Frenna,hip hop,Netherlands
Myles Smith,pop,Luxembourg
Disturbed,rock,Slovakia
Disturbed,rock,Slovakia
Broederliefde,hip hop,Netherlands
Broederliefde,hip hop,Netherlands
Racoon,rock,Netherlands
Mensa,drill,Netherlands
SRNO,hip hop,Netherlands
Ronnie Flex,hip hop,Netherlands
Ronnie Flex,hip hop,Netherlands
MEAU,pop,Belgium
ROSÉ,pop,Germany
Bruno Mars,pop,Germany
Froukje,pop,Netherlands
S10,pop,Netherlands
Billie Eilish,pop,Iceland
Sabrina Carpenter,pop,Iceland
Ronnie Flex,hip hop,Netherlands
Yade Lauren,pop,Netherlands
Mula B,hip hop,Netherlands
Mensa,drill,Netherlands
SRNO,hip hop,Netherlands
SRNO,hip hop,Netherlands
Jonna Fraser,hip hop,Netherlands
Frenna,hip hop,Netherlands
Benson Boone,pop,Ireland
Mark Ambor,pop,Belgium
Kleine John,drill,Netherlands
Yxng Le,hip hop,Netherlands
KM,hip hop,Netherlands
Coldplay,pop,Ireland
Little Simz,trap,Andorra
Burna Boy,hip hop,Andorra
Elyanna,pop,Andorra
TINI,pop,Andorra
Marshmello,pop,Spain
Marshmello,pop,Spain
Marshmello,pop,Spain
Ronnie Flex,hip hop,Belgium
Ronnie Flex,hip hop,Belgium
Lil Kleine,hip hop,Netherlands
Kraantje Pappie,hip hop,Netherlands
ADF Samski,hip hop,Netherlands
ADF Samski,hip hop,Netherlands
Mariah Carey,pop,Germany
Marstein,pop,Norway
Annika,pop,Denmark
Annika,pop,Denmark
Annika,pop,Denmark
Dizzy,drill,Sweden
Dizzy,drill,Sweden
Gigi Perez,pop,Finland
Lady Gaga,pop,Finland
Bruno Mars,pop,France
Marstein,pop,Norway
ROSÉ,pop,France
Bruno Mars,pop,France
Bruno Mars,pop,France
Bruno Mars,pop,France
Billie Eilish,pop,Hungary
Billie Eilish,pop,Hungary
Shaboozey,pop,Ireland
Sabrina Carpenter,pop,Iceland
Sabrina Carpenter,pop,Iceland
Pasha,pop,Norway
Pasha,pop,Norway
Pasha,pop,Norway
Sabrina Carpenter,pop,Iceland
Sabrina Carpenter,pop,Iceland
Sabrina Carpenter,pop,Iceland
Annika,pop,Denmark
Benson Boone,pop,Iceland
The Weeknd,pop,Hungary
Playboi Carti,hip hop,Germany
Playboi Carti,hip hop,Germany
Billie Eilish,pop,Germany
Billie Eilish,pop,Germany
Kjartan Lauritzen,hip hop,Norway
Marstein,pop,Norway
Aiba,pop,Norway
Aiba,pop,Norway
Aiba,pop,Norway
Aiba,pop,Norway
Post Malone,pop,Sweden
Post Malone,pop,Sweden
Chappell Roan,pop,Ireland
Mariah Carey,pop,Denmark
Mariah Carey,pop,Denmark
Mariah Carey,pop,Denmark
Disturbed,rock,Norway
Disturbed,rock,Norway
Marstein,pop,Norway
Sabrina Carpenter,pop,Hungary
Sia,pop,Austria
Sia,pop,Austria
Sia,pop,Austria
Ari Bajgora,pop,Norway
Marstein,pop,Norway
Marstein,pop,Norway
Hozier,rock,Latvia
Hozier,rock,Latvia
Hozier,rock,Latvia
Hozier,rock,Latvia
Marstein,pop,Denmark
Ari Bajgora,pop,Norway
Wham!,rock,Estonia
Wham!,rock,Estonia
Wham!,rock,Estonia
Wham!,rock,Estonia
Myles Smith,pop,Ireland
Alex Warren,pop,Belgium
The Kid LAROI,hip hop,Ireland
The Kid LAROI,hip hop,Ireland
Mata,hip hop,Poland
Mata,hip hop,Poland
Mata,hip hop,Poland
p3,drill,Poland
Roxie Węgiel,pop,Poland
Mata,hip hop,Poland
Kizo,hip hop,Poland
Bletka,pop,Poland
Szpaku,hip hop,Poland
Szpaku,hip hop,Poland
Lady Gaga,pop,Estonia
Bruno Mars,pop,Finland
Bruno Mars,pop,Finland
Kleks,pop,Poland
Sobel,hip hop,Poland
sanah,pop,Poland
sanah,pop,Poland
kuqe 2115,hip hop,Poland
francis,hip hop,Poland
Kaz Bałagane,hip hop,Poland
Oskar83,hip hop,Poland
bambi,hip hop,Poland
bambi,hip hop,Poland
francis,hip hop,Poland
Def Jam World Tour,rap,Poland
Kinny Zimmer,hip hop,Poland
Kinny Zimmer,hip hop,Poland
Jonatan,hip hop,Poland
Bletka,pop,Poland
Gibbs,hip hop,Poland
bambi,hip hop,Poland
francis,hip hop,Poland
Gigi Perez,pop,Estonia
Billie Eilish,pop,Germany
Bletka,pop,Poland
Chappell Roan,pop,Ireland
kuqe 2115,hip hop,Poland
Kubi Producent,hip hop,Poland
Kubi Producent,hip hop,Poland
sanah,pop,Poland
MODELKI,pop,Poland
Vłodarski,pop,Poland
Kubi Producent,hip hop,Poland
Fukaj,hip hop,Poland
Chivas,hip hop,Poland
Chivas,hip hop,Poland
Chivas,hip hop,Poland
Wiktor Dyduła,pop,Poland
Szpaku,hip hop,Poland
Deemz,hip hop,Poland
Oki,hip hop,Poland
Kaśka Sochacka,pop,Poland
Tymek,hip hop,Poland
Tymek,hip hop,Poland
ROSÉ,pop,Finland
Bruno Mars,pop,Finland
Kubi Producent,hip hop,Poland
bambi,hip hop,Poland
Fukaj,hip hop,Poland
stickxr,pop,Poland
bambi,hip hop,Poland
charlie moncler,hip hop,Poland
sanah,pop,Poland
sanah,pop,Poland
sanah,pop,Poland
sanah,pop,Poland
The Weeknd,pop,Greece
Playboi Carti,hip hop,Germany
Young Leosia,hip hop,Poland
Jacuś,hip hop,Poland
MODELKI,pop,Poland
Vłodarski,pop,Poland
The Weeknd,pop,Greece
Anitta,funk,Germany
Guzior,hip hop,Poland
Favst,hip hop,Poland
Young Leosia,hip hop,Poland
bambi,hip hop,Poland
PG$,hip hop,Poland
francis,hip hop,Poland
Louis Villain,hip hop,Poland
Budda,pop,Poland
730 Huncho,drill,Poland
Malik Montana,drill,Poland
Kazior,hip hop,Poland
GENZIE,pop,Poland
The Neighbourhood,rock,Estonia
Sabrina Carpenter,pop,Germany
Szpaku,hip hop,Poland
Deemz,hip hop,Poland
Deemz,hip hop,Poland
Daria Zawiałow,pop,Poland
Sobel,hip hop,Poland
Deemz,hip hop,Poland
PRO8L3M,hip hop,Poland
Sylwia Grzeszczak,pop,Poland
Gibbs,hip hop,Poland
Opał,hip hop,Poland
Jonatan,hip hop,Poland
4Money,hip hop,Poland
4Money,hip hop,Poland
4Money,hip hop,Poland
Jimin,pop,Austria
Mgk666,trap,Romania
YNY Sebi,trap,Romania
YNY Sebi,trap,Romania
YNY Sebi,trap,Romania
YNY Sebi,trap,Romania
YNY Sebi,trap,Romania
YNY Sebi,trap,Romania
YNY Sebi,trap,Romania
YNY Sebi,trap,Romania
YNY Sebi,trap,Romania
YNY Sebi,trap,Romania
The Weeknd,pop,Germany
Playboi Carti,hip hop,Estonia
candyboii,trap,Romania
RAVA,trap,Romania
The Weeknd,pop,Germany
Anitta,funk,Estonia
Anitta,funk,Estonia
Anitta,funk,Estonia
Anitta,funk,Estonia
Anitta,funk,Estonia
Lady Gaga,pop,Denmark
Bruno Mars,pop,Estonia
Bruno Mars,pop,Estonia
Bruno Mars,pop,Estonia
ROSÉ,pop,Estonia
Bruno Mars,pop,Estonia
Bruno Mars,pop,Estonia
Bruno Mars,pop,Estonia
RAVA,trap,Romania
RAVA,trap,Romania
RAVA,trap,Romania
RAVA,trap,Romania
RAVA,trap,Romania
Ndotz,drill,Estonia
Ndotz,drill,Estonia
Ndotz,drill,Estonia
Ndotz,drill,Estonia
Ndotz,drill,Estonia
Mgk666,trap,Romania
andrei,trap,Romania
DZWS,trap,Romania
DZWS,trap,Romania
DZWS,trap,Romania
DZWS,trap,Romania
Karmen,pop,Romania
Karmen,pop,Romania
Karmen,pop,Romania
Karmen,pop,Romania
Karmen,pop,Romania
Karmen,pop,Romania
Karmen,pop,Romania
NOUA UNSPE,trap,Romania
Billie Eilish,pop,France
Billie Eilish,pop,Estonia
M.G.L.,trap,Romania
Erika Isac,pop,Romania
Don Toliver,rap,Estonia
Don Toliver,rap,Estonia
Don Toliver,rap,Estonia
Don Toliver,rap,Estonia
RAVA,trap,Romania
RAVA,trap,Romania
Petre Stefan,trap,Romania
Dhali,trap,Romania
Gigi Perez,pop,Denmark
Gigi Perez,pop,Denmark
RAVA,trap,Romania
Oscar,trap,Romania
Oscar,trap,Romania
Oscar,trap,Romania
Oscar,trap,Romania
Mgk666,trap,Romania
Mgk666,trap,Romania
Viktor Sheen,drill,Czech Republic
Viktor Sheen,drill,Czech Republic
Saul,hip hop,Czech Republic
Viktor Sheen,drill,Czech Republic
SIMILIVINLIFE,hip hop,Slovakia
Viktor Sheen,drill,Czech Republic
Viktor Sheen,drill,Czech Republic
Yzomandias,drill,Czech Republic
Nik Tendo,hip hop,Czech Republic
Viktor Sheen,drill,Czech Republic
Viktor Sheen,drill,Czech Republic
Viktor Sheen,drill,Czech Republic
Viktor Sheen,drill,Czech Republic
Viktor Sheen,drill,Czech Republic
Viktor Sheen,drill,Czech Republic
Hard Rico,hip hop,Czech Republic
Viktor Sheen,drill,Czech Republic
Viktor Sheen,drill,Czech Republic
Pil C,hip hop,Slovakia
Luca Brassi10x,hip hop,Slovakia
Separ,hip hop,Slovakia
Separ,hip hop,Slovakia
Separ,hip hop,Slovakia
Peter Pann,hip hop,Slovakia
Gigi Perez,pop,Czech Republic
Lady Gaga,pop,Czech Republic
Bruno Mars,pop,Denmark
ROSÉ,pop,Denmark
Bruno Mars,pop,Denmark
Zayo,hip hop,Slovakia
Luca Brassi10x,hip hop,Slovakia
Hard Rico,hip hop,Czech Republic
Rytmus,hip hop,Czech Republic
Billie Eilish,pop,Estonia
Hard Rico,hip hop,Czech Republic
Yzomandias,drill,Czech Republic
The Weeknd,pop,Estonia
Playboi Carti,hip hop,Estonia
The Weeknd,pop,Estonia
Anitta,funk,Bulgaria
Linkin Park,rock,Austria
Linkin Park,rock,Austria
Separ,hip hop,Slovakia
Jerry Lee,hip hop,Slovakia
P T K,hip hop,Czech Republic
Pil C,hip hop,Czech Republic
Luca Brassi10x,hip hop,Slovakia
Luca Brassi10x,hip hop,Slovakia
Luca Brassi10x,hip hop,Slovakia
Ektor,hip hop,Czech Republic
Luca Brassi10x,hip hop,Slovakia
Luca Brassi10x,hip hop,Slovakia
Tisci,drill,Slovakia
Hard Rico,hip hop,Czech Republic
Separ,hip hop,Slovakia
Dano Kapitán,hip hop,Slovakia
Shimmi,hip hop,Slovakia
